"name" "chrom" "strand" "txStart" "txEnd" "cdsStart" "cdsEnd" "name2" "width"
"NM_014950" "chr14" "+" 64971291 65000408 64988222 64998615 "ZBTB1" 29117
"NM_001277145" "chr8" "+" 81397853 81438500 81398018 81431763 "ZBTB10" 40647
"NM_014415" "chr3" "-" 101368282 101395988 101370009 101395758 "ZBTB11" 27706
"NR_024407" "chr3" "+" 101395273 101398057 101398057 101398057 "ZBTB11-AS1" 2784
"NM_181842" "chr6_qbl_hap6" "-" 3161185 3163563 3161494 3162874 "ZBTB12" 2378
"NM_001243704" "chr18" "-" 5289017 5297052 5290856 5293245 "ZBTB14" 8035
"NM_006006" "chr11" "+" 113930430 114121397 113934022 114121277 "ZBTB16" 190967
"NM_001242884" "chr1" "-" 16268363 16302627 16268463 16273555 "ZBTB17" 34264
"NM_001278196" "chr1" "+" 244212240 244220780 244217103 244218672 "ZBTB18" 8540
"NM_020861" "chr6" "-" 151685249 151712835 151686655 151694772 "ZBTB2" 27586
"NM_015642" "chr3" "-" 114033346 114866127 114057851 114070705 "ZBTB20" 832781
"NR_038993" "chr3" "+" 114070657 114107825 114107825 114107825 "ZBTB20-AS1" 37168
"NR_126422" "chr3" "+" 114591879 114595361 114595361 114595361 "ZBTB20-AS3" 3482
"NR_046877" "chr3" "+" 114819269 114821908 114821908 114821908 "ZBTB20-AS4" 2639
"NM_001098402" "chr21" "-" 43406939 43430496 43411003 43414204 "ZBTB21" 23557
"NM_001145338" "chr6_cox_hap2" "-" 4725993 4729534 4726600 4728505 "ZBTB22" 3541
"NM_014797" "chr6" "-" 109783718 109804440 109787053 109803229 "ZBTB24" 20722
"NM_001304508" "chr14" "-" 64915823 64971931 64916268 64957251 "ZBTB25" 56108
"NM_020924" "chr9" "-" 125680307 125693830 125680887 125682213 "ZBTB26" 13523
"NM_024784" "chr11" "-" 62518434 62521656 62519561 62521534 "ZBTB3" 3222
"NM_014383" "chr19" "+" 36195388 36207940 36205528 36207654 "ZBTB32" 12552
"NM_006777" "chrX" "+" 119384606 119392251 119387270 119389289 "ZBTB33" 7645
"NM_001099270" "chr9" "+" 129622943 129648156 129641690 129643193 "ZBTB34" 25213
"NM_001346115" "chr1" "+" 173837219 173855774 173839363 173854777 "ZBTB37" 18555
"NM_001080412" "chr3" "+" 141043054 141168632 141161230 141164818 "ZBTB38" 125578
"NM_014830" "chr12" "-" 57392616 57400297 57396562 57398701 "ZBTB39" 7681
"NM_020899" "chr17" "-" 7362684 7387568 7365258 7370120 "ZBTB4" 24884
"NM_001083621" "chr1" "+" 22778343 22857650 22816441 22852889 "ZBTB40" 79307
"NR_135153" "chr1" "-" 197122811 197169672 197169672 197169672 "ZBTB41" 46861
"NM_001137601" "chr14" "+" 105267517 105271048 105267534 105268803 "ZBTB42" 3531
"NM_001135776" "chr9" "+" 129567284 129600487 129594788 129596192 "ZBTB43" 33203
"NM_001301098" "chr11" "-" 130096573 130184607 130103250 130131768 "ZBTB44" 88034
"NM_001316980" "chr19" "-" 59024896 59053079 59025420 59029040 "ZBTB45" 28183
"NM_025224" "chr20" "-" 62375020 62436856 62378282 62422110 "ZBTB46" 61836
"NR_110081" "chr20" "+" 62439428 62454360 62454360 62454360 "ZBTB46-AS1" 14932
"NM_145166" "chr3" "+" 42695175 42709072 42699847 42706090 "ZBTB47" 13897
"NM_001278648" "chr1" "+" 6640050 6649340 6640669 6649272 "ZBTB48" 9290
"NM_145291" "chr4" "+" 4291923 4323513 4301672 4323043 "ZBTB49" 31590
"NM_014872" "chr9" "-" 37438099 37465407 37440514 37442548 "ZBTB5" 27308
"NM_006626" "chr9" "-" 125670334 125675607 125673076 125674351 "ZBTB6" 5273
"NM_015898" "chr19" "-" 4043301 4066943 4047749 4055230 "ZBTB7A" 23642
"NM_001252406" "chr1" "+" 154975105 154991001 154983395 154989161 "ZBTB7B" 15896
"NM_001318841" "chr18" "-" 45553638 45935793 45555630 45567478 "ZBTB7C" 382155
"NM_001040441" "chr1" "+" 33004745 33071551 33058532 33066020 "ZBTB8A" 66806
"NM_001145720" "chr1" "+" 32930657 32953459 32936225 32951019 "ZBTB8B" 22802
"NM_001330475" "chr1" "-" 33086423 33116191 33087462 33100316 "ZBTB8OS" 29768
"NM_152735" "chr6" "+" 33422355 33425320 33422877 33424299 "ZBTB9" 2965
"NM_016010" "chr8" "+" 79578281 79631997 79578383 79629728 "ZC2HC1A" 53716
"NM_001013623" "chr6" "+" 144185572 144259483 144185676 144258856 "ZC2HC1B" 73911
"NR_110315" "chr14" "+" 75536279 75546690 75546690 75546690 "ZC2HC1C" 10411
"NM_001303124" "chr12" "+" 56512003 56516280 56514346 56515651 "ZC3H10" 4277
"NM_014827" "chr1" "+" 203764664 203823256 203786198 203821527 "ZC3H11A" 58592
"NM_001323551" "chr1" "+" 37940118 37949978 37948038 37949212 "ZC3H12A" 9860
"NM_001010888" "chrX" "+" 64708614 64727767 64708681 64723089 "ZC3H12B" 19153
"NM_033390" "chr11" "+" 109964086 110042566 109964137 110036462 "ZC3H12C" 78480
"NM_207360" "chr6" "-" 149768765 149806148 149771818 149795679 "ZC3H12D" 37383
"NM_001330567" "chr13" "-" 46528599 46626913 46531261 46619642 "ZC3H13" 98314
"NM_001326303" "chr14" "+" 89029252 89079853 89034405 89078095 "ZC3H14" 50601
"NM_018471" "chr2" "+" 187350884 187374087 187351109 187373460 "ZC3H15" 23203
"NM_001294340" "chr16" "+" 88636788 88698372 88643531 88697707 "ZC3H18" 61584
"NM_015117" "chr8" "-" 144519824 144623620 144520225 144623591 "ZC3H3" 103796
"NM_015168" "chr19" "-" 47567446 47617009 47569612 47615841 "ZC3H4" 49563
"NM_198581" "chr2" "+" 113033177 113097640 113033571 113090065 "ZC3H6" 64463
"NM_014153" "chr16" "-" 11844441 11891114 11845172 11876210 "ZC3H7A" 46673
"NM_017590" "chr22" "+" 41697506 41756151 41716664 41753433 "ZC3H7B" 58645
"NM_032494" "chr2" "-" 112973438 113012664 112988494 113012558 "ZC3H8" 39226
"NM_020119" "chr7" "-" 138728265 138794465 138732339 138794077 "ZC3HAV1" 66200
"NM_080660" "chr7" "-" 138710451 138720775 138711289 138720763 "ZC3HAV1L" 10324
"NM_016478" "chr7" "-" 129658125 129691291 129658503 129691206 "ZC3HC1" 33166
"NM_001178032" "chrX" "-" 64135681 64254624 64137662 64141852 "ZC4H2" 118943
"NM_001300816" "chr5" "-" 132332676 132362296 132334274 132362229 "ZCCHC10" 29620
"NM_001009881" "chr1" "-" 52888947 53018762 52889606 52991952 "ZCCHC11" 129815
"NM_001312891" "chrX" "+" 117957705 117960936 117959207 117960416 "ZCCHC12" 3231
"NM_203303" "chrX" "+" 73524024 73524869 73524101 73524602 "ZCCHC13" 845
"NM_015144" "chr16" "-" 87439851 87525460 87443885 87525433 "ZCCHC14" 85609
"NM_001004308" "chrX" "+" 111326252 111700473 111697956 111698889 "ZCCHC16" 374221
"NM_016505" "chr1" "+" 31769828 31837800 31782945 31837040 "ZCCHC17" 67972
"NM_001143978" "chrX" "+" 103357216 103360538 103358802 103360014 "ZCCHC18" 3322
"NR_126534" "chr18" "+" 60190657 60253976 60253976 60253976 "ZCCHC2" 63319
"NM_153367" "chr10" "-" 81142082 81205383 81146100 81205196 "ZCCHC24" 63301
"NM_033089" "chr20" "+" 278203 280963 278227 279442 "ZCCHC3" 2760
"NM_024936" "chr4" "+" 25314395 25372005 25314431 25370786 "ZCCHC4" 57610
"NM_152694" "chrX" "-" 77911565 77914825 77912489 77913917 "ZCCHC5" 3260
"NM_001185074" "chr9" "-" 88902647 88969402 88903591 88968114 "ZCCHC6" 66755
"NM_001289119" "chr9" "+" 37120468 37358145 37126329 37357265 "ZCCHC7" 237677
"NM_017612" "chr12" "-" 122956145 122985620 122958043 122985387 "ZCCHC8" 29475
"NM_001131035" "chr5" "+" 80597401 80608965 80600576 80608481 "ZCCHC9" 11564
"NM_033114" "chr12" "-" 42705887 42719932 42706868 42717904 "ZCRB1" 14045
"NM_017984" "chr7" "-" 99998494 100026431 99998636 100018272 "ZCWPW1" 27937
"NM_001324169" "chr3" "+" 28390639 28567857 28454559 28566179 "ZCWPW2" 177218
"NM_020923" "chr2" "+" 207139364 207179150 207146573 207176317 "ZDBF2" 39786
"NM_001323627" "chr16" "-" 67428321 67450397 67428512 67441678 "ZDHHC1" 22076
"NM_024786" "chr5" "-" 795719 851101 801221 850717 "ZDHHC11" 55382
"NM_032799" "chr9" "-" 131483148 131486408 131483459 131486372 "ZDHHC12" 3260
"NM_019028" "chr11" "+" 19138691 19197967 19138796 19197507 "ZDHHC13" 59276
"NM_024630" "chr6" "+" 157802556 158094977 157803053 158094154 "ZDHHC14" 292421
"NM_001146256" "chrX" "-" 74588261 74743337 74598986 74742859 "ZDHHC15" 155076
"NM_198046" "chr10" "+" 99205887 99217127 99211432 99216648 "ZDHHC16" 11240
"NM_015336" "chr12" "+" 77157853 77247474 77158016 77244765 "ZDHHC17" 89621
"NM_032283" "chr1" "+" 27153200 27182211 27153295 27180334 "ZDHHC18" 29011
"NR_135617" "chr3" "-" 195924322 195938308 195938308 195938308 "ZDHHC19" 13986
"NM_016353" "chr8" "+" 17013835 17080241 17014232 17074721 "ZDHHC2" 66406
"NR_104487" "chr13" "-" 21946709 22033509 22033509 22033509 "ZDHHC20" 86800
"NM_178566" "chr9" "-" 14611068 14693480 14618963 14674338 "ZDHHC21" 82412
"NM_174976" "chr14" "-" 77597612 77608134 77600025 77606081 "ZDHHC22" 10522
"NM_001320466" "chr3" "+" 113666747 113682220 113667649 113677477 "ZDHHC23" 15473
"NM_207340" "chr11" "-" 66306734 66313671 66306999 66313474 "ZDHHC24" 6937
"NM_001330761" "chr3" "-" 44956752 45017677 44968180 45000928 "ZDHHC3" 60925
"NM_018106" "chr7" "+" 6617064 6628610 6620192 6628541 "ZDHHC4" 11546
"NM_015457" "chr11" "+" 57435473 57468659 57440562 57467503 "ZDHHC5" 33186
"NM_022494" "chr10" "-" 114190047 114206717 114190561 114205194 "ZDHHC6" 16670
"NM_001145548" "chr16" "-" 85008066 85045141 85009948 85024224 "ZDHHC7" 37075
"NM_013373" "chr22" "+" 20119363 20135530 20119470 20132923 "ZDHHC8" 16167
"NR_003950" "chr22" "-" 23732791 23744799 23744799 23744799 "ZDHHC8P1" 12008
"NM_016032" "chrX" "-" 128937263 128977910 128940345 128975921 "ZDHHC9" 40647
"NM_001323638" "chr10" "+" 31607423 31818742 31799773 31816192 "ZEB1" 211319
"NR_024284" "chr10" "-" 31605456 31608024 31608024 31608024 "ZEB1-AS1" 2568
"NM_014795" "chr2" "-" 145141941 145277958 145147017 145274917 "ZEB2" 136017
"NR_040248" "chr2" "+" 145277180 145278465 145278465 145278465 "ZEB2-AS1" 1285
"NM_006336" "chr9" "-" 131492066 131534213 131493615 131517844 "ZER1" 42147
"NR_033195" "chr8" "-" 82613565 82633539 82633539 82633539 "ZFAND1" 19974
"NM_182491" "chr7" "-" 1192542 1199855 1192704 1197848 "ZFAND2A" 7313
"NM_001270998" "chr2" "+" 220071505 220074373 220071709 220074028 "ZFAND2B" 2868
"NM_021943" "chr6" "+" 37787306 38122399 37787721 38120165 "ZFAND3" 335093
"NM_001128324" "chr10" "-" 46110948 46168261 46111883 46159173 "ZFAND4" 57313
"NM_001102420" "chr9" "-" 74966340 74980163 74970868 74975694 "ZFAND5" 13823
"NM_001242911" "chr15" "+" 80351909 80430735 80412686 80429970 "ZFAND6" 78826
"NR_003604" "chr20" "+" 47894714 47905795 47905795 47905795 "ZFAS1" 11081
"NM_020863" "chr8" "-" 135490030 135725292 135490724 135725106 "ZFAT" 235262
"NR_002438" "chr8" "+" 135610313 135612932 135612932 135612932 "ZFAT-AS1" 2619
"NM_144982" "chr12" "-" 72003378 72057749 72004207 72057390 "ZFC3H1" 54371
"NM_033400" "chr14" "-" 23990063 24020858 23991170 24004534 "ZFHX2" 30795
"NM_001164766" "chr16" "-" 72816785 73092534 72821062 72984841 "ZFHX3" 275749
"NM_024721" "chr8" "+" 77593514 77779521 77616323 77776801 "ZFHX4" 186007
"NR_024360" "chr8" "-" 77523113 77595510 77595510 77595510 "ZFHX4-AS1" 72397
"NM_001318473" "chr16" "+" 75182338 75206132 75203173 75204232 "ZFP1" 23794
"NM_001297619" "chr19" "-" 36825354 36870105 36831125 36858794 "ZFP14" 44751
"NM_030613" "chr5" "+" 178322894 178360212 178358314 178359700 "ZFP2" 37318
"NM_020828" "chr19" "+" 57050316 57068170 57050387 57066761 "ZFP28" 17854
"NM_153018" "chr17" "+" 4981753 4999669 4994799 4996308 "ZFP3" 17916
"NM_001320668" "chr19" "-" 38123388 38147162 38125881 38138723 "ZFP30" 23774
"NM_003407" "chr19" "+" 39897486 39900052 39897526 39899339 "ZFP36" 2566
"NM_001244701" "chr14" "-" 69254371 69262960 69256249 69262866 "ZFP36L1" 8589
"NM_006887" "chr2" "-" 43449540 43453745 43451457 43453454 "ZFP36L2" 4205
"NM_003408" "chr9" "-" 115804094 115819071 115805004 115818968 "ZFP37" 14977
"NM_173832" "chr8" "+" 144329097 144344875 144332010 144332610 "ZFP41" 15778
"NM_001304358" "chr4" "+" 188916924 188926203 188923961 188924894 "ZFP42" 9279
"NM_001109809" "chr6_cox_hap2" "-" 1158970 1163760 1159078 1163609 "ZFP57" 4790
"NM_001172638" "chr5" "-" 180274610 180288286 180275791 180288219 "ZFP62" 13676
"NM_199427" "chr20" "-" 50700549 50808524 50701095 50808175 "ZFP64" 107975
"NM_001320178" "chr1" "+" 40943301 40962015 40945033 40961731 "ZFP69" 18714
"NM_023070" "chr1" "+" 40916336 40929390 40916633 40929261 "ZFP69B" 13054
"NM_001321918" "chr19" "-" 36874003 36909576 36875325 36900691 "ZFP82" 35573
"NM_001305204" "chr16" "+" 68573115 68609975 68573695 68609779 "ZFP90" 36860
"NM_053023" "chr11" "+" 58346586 58389023 58346754 58385179 "ZFP91" 42437
"NR_024091" "chr11" "+" 58346586 58393205 58393205 58393205 "ZFP91-CNTF" 46619
"NM_001136273" "chrX" "+" 152683780 152687086 152683780 152687086 "ZFP92" 3306
"NM_006782" "chr11" "+" 64851693 64855874 64852170 64855586 "ZFPL1" 4181
"NM_153813" "chr16" "+" 88520013 88601574 88520046 88601387 "ZFPM1" 81561
"NM_012082" "chr8" "+" 106331146 106816767 106331169 106815766 "ZFPM2" 485621
"NR_125796" "chr8" "-" 106792637 107072731 107072731 107072731 "ZFPM2-AS1" 280094
"NM_016107" "chr5" "-" 32354451 32444867 32355865 32444764 "ZFR" 90416
"NM_015174" "chr19" "-" 3804021 3869027 3805946 3869015 "ZFR2" 65006
"NM_001330327" "chrX" "+" 24167105 24234206 24190859 24229493 "ZFX" 67101
"NR_046657" "chrX" "-" 24164341 24167771 24167771 24167771 "ZFX-AS1" 3430
"NM_001145276" "chrY" "+" 2803111 2850547 2821977 2848034 "ZFY" 47436
"NR_144458" "chrY" "-" 2834859 2870667 2870667 2870667 "ZFY-AS1" 35808
"NM_001281734" "chr14" "-" 73436152 73493920 73437589 73491216 "ZFYVE1" 57768
"NM_001284236" "chr5" "+" 79703831 79775688 79729966 79773196 "ZFYVE16" 71857
"NM_001077268" "chr15" "+" 41099273 41106767 41099787 41106424 "ZFYVE19" 7494
"NM_001198953" "chr14" "+" 104182080 104200005 104182178 104199355 "ZFYVE21" 17925
"NM_015346" "chr14" "-" 68213236 68283306 68215152 68282680 "ZFYVE26" 70070
"NM_001174119" "chr10" "+" 99496877 99520664 99498234 99519057 "ZFYVE27" 23787
"NM_001172656" "chr4" "-" 2271323 2420370 2272451 2420050 "ZFYVE28" 149047
"NM_004799" "chr1" "+" 52607765 52812358 52698878 52811893 "ZFYVE9" 204593
"NM_152338" "chr16" "+" 29789560 29792969 29790587 29791740 "ZG16" 3409
"NM_145252" "chr16" "+" 2880172 2882285 2880248 2882160 "ZG16B" 2113
"NM_001103167" "chr19" "-" 10415478 10420233 10415766 10419357 "ZGLP1" 4755
"NM_001083113" "chr20" "+" 62338793 62367494 62339932 62367271 "ZGPAT" 28701
"NM_018392" "chr4" "-" 113460488 113558151 113460702 113554332 "ZGRF1" 97663
"NR_037873" "chr8" "-" 124260689 124287781 124287781 124287781 "ZHX1" 27092
"NM_001204180" "chr8" "-" 124238428 124286727 124238712 124279533 "ZHX1-C8orf76" 48299
"NM_014943" "chr8" "+" 123793900 123986755 123963750 123966264 "ZHX2" 192855
"NM_015035" "chr20" "-" 39807088 39928739 39813830 39833556 "ZHX3" 121651
"NM_003412" "chr3" "+" 147127180 147134506 147127899 147131338 "ZIC1" 7326
"NM_007129" "chr13" "+" 100634025 100639019 100634318 100637936 "ZIC2" 4994
"NM_001330661" "chrX" "+" 136648285 136659850 136648850 136659430 "ZIC3" 11565
"NM_001243256" "chr3" "-" 147103834 147124596 147106645 147120584 "ZIC4" 20762
"NM_033132" "chr13" "-" 100615274 100624178 100617630 100623929 "ZIC5" 8904
"NM_001321145" "chr19" "+" 58095343 58105258 58095724 58102643 "ZIK1" 9915
"NM_001146326" "chr19" "-" 57285922 57352097 57286055 57335645 "ZIM2" 66175
"NR_110744" "chr19" "+" 57276689 57311014 57311014 57311014 "ZIM2-AS1" 34325
"NM_052882" "chr19" "-" 57645463 57656570 57646285 57654011 "ZIM3" 11107
"NM_001346579" "chr7" "+" 99613174 99642997 99621129 99642573 "ZKSCAN1" 29823
"NM_001012981" "chr16" "-" 25247321 25268855 25251136 25268448 "ZKSCAN2" 21534
"NM_001242894" "chr6" "+" 28317690 28336954 28327363 28334062 "ZKSCAN3" 19264
"NM_001304506" "chr6" "-" 28209482 28227030 28212893 28217570 "ZKSCAN4" 17548
"NM_001318083" "chr7" "+" 99102266 99131445 99103667 99129872 "ZKSCAN5" 29179
"NM_001288591" "chr3" "+" 44596666 44624956 44598539 44624483 "ZKSCAN7" 28290
"NM_006298" "chr6" "+" 28109687 28127250 28116185 28121795 "ZKSCAN8" 17563
"NM_001282401" "chrX" "-" 101137259 101187039 101138481 101141695 "ZMAT1" 49780
"NM_144723" "chr5" "+" 140079944 140086266 140080045 140085341 "ZMAT2" 6322
"NM_022470" "chr3" "-" 178735010 178789656 178742804 178785540 "ZMAT3" 54646
"NM_024645" "chr8" "-" 40388110 40755343 40389741 40683195 "ZMAT4" 367233
"NM_001318129" "chr22" "-" 30126944 30163000 30127213 30144533 "ZMAT5" 36056
"NM_020338" "chr10" "+" 80828791 81076285 80961389 81072506 "ZMIZ1" 247494
"NR_015429" "chr10" "-" 80703082 80827205 80827205 80827205 "ZMIZ1-AS1" 124123
"NM_001300959" "chr7" "+" 44788164 44809479 44795848 44807222 "ZMIZ2" 21315
"NM_005857" "chr1" "+" 40723721 40759856 40723943 40758341 "ZMPSTE24" 36135
"NM_001289088" "chr1" "+" 35525386 35581459 35559588 35580860 "ZMYM1" 56073
"NM_197968" "chr13" "+" 20532809 20665984 20567212 20660154 "ZMYM2" 133175
"NM_001171162" "chrX" "-" 70459473 70475047 70460765 70473105 "ZMYM3" 15574
"NM_005095" "chr1" "+" 35734567 35887545 35734647 35885278 "ZMYM4" 152978
"NM_001142684" "chr13" "-" 20397623 20437776 20398616 20426320 "ZMYM5" 40153
"NM_007167" "chr1" "-" 35451766 35497569 35452704 35496240 "ZMYM6" 45803
"NM_001308379" "chr3" "-" 50378536 50383177 50378840 50383010 "ZMYND10" 4641
"NM_006624" "chr10" "+" 180404 300577 225952 298410 "ZMYND11" 120173
"NM_032257" "chr1" "-" 42896000 42921938 42896406 42921668 "ZMYND12" 25938
"NM_001267822" "chr17" "+" 4643309 4649414 4643843 4649285 "ZMYND15" 6105
"NM_138462" "chr9" "-" 140476530 140484937 140476994 140484715 "ZMYND19" 8407
"NM_001281773" "chr20" "-" 45837858 45985633 45839405 45976624 "ZMYND8" 147775
"NM_015394" "chr12" "+" 133707213 133736049 133721078 133733554 "ZNF10" 28836
"NM_173531" "chr19" "-" 21906842 21950430 21909484 21950231 "ZNF100" 43588
"NM_001300949" "chr19" "+" 19778961 19794315 19790158 19791109 "ZNF101" 15354
"NM_001284307" "chr15" "-" 42704634 42783395 42709501 42764487 "ZNF106" 78761
"NM_001282360" "chr7" "+" 64126460 64171960 64126660 64169034 "ZNF107" 45500
"NM_001083335" "chr19" "-" 44830705 44860856 44831585 44847420 "ZNF112" 30151
"NM_153608" "chr19" "+" 48773355 48790865 48783056 48790135 "ZNF114" 17510
"NM_015852" "chr7" "-" 64434829 64451414 64438496 64441798 "ZNF117" 16585
"NM_006956" "chr7" "-" 6728063 6746566 6730478 6744804 "ZNF12" 18503
"NM_001308269" "chr19" "-" 9676403 9695209 9676615 9678326 "ZNF121" 18806
"NM_001243740" "chr1" "-" 247285276 247335319 247287169 247335179 "ZNF124" 50043
"NM_001330708" "chr5" "+" 43120944 43176426 43122155 43175235 "ZNF131" 55482
"NM_003433" "chr19" "-" 58944180 58951589 58944689 58951188 "ZNF132" 7409
"NM_001083330" "chr20" "+" 18268926 18297640 18286330 18297460 "ZNF133" 28714
"NM_003435" "chr19" "+" 58125586 58136085 58130836 58132771 "ZNF134" 10499
"NM_001164530" "chr19" "+" 58570606 58581110 58570609 58579829 "ZNF135" 10504
"NM_003437" "chr19" "+" 12273871 12300064 12274018 12298816 "ZNF136" 26193
"NR_023311" "chr19" "+" 53099936 53103405 53103405 53103405 "ZNF137P" 3469
"NR_073389" "chr7" "+" 64254765 64314178 64314178 64314178 "ZNF138" 59413
"NM_021030" "chr19" "-" 19821280 19843921 19822160 19843767 "ZNF14" 22641
"NM_001300776" "chr12" "+" 133656788 133684258 133682172 133683237 "ZNF140" 27470
"NM_003441" "chr4" "+" 331595 367691 331772 367651 "ZNF141" 36096
"NR_073599" "chr2" "-" 219502639 219524355 219524355 219524355 "ZNF142" 21716
"NM_001282656" "chr11" "+" 9482511 9550071 9492855 9549160 "ZNF143" 67560
"NM_001099638" "chr19" "+" 36705503 36729675 36727342 36728221 "ZNF146" 24172
"NM_021964" "chr3" "-" 124944512 125094198 124951184 125032484 "ZNF148" 149686
"NR_110975" "chr19" "-" 58207642 58220579 58220579 58220579 "ZNF154" 12937
"NM_001260486" "chr19" "+" 44488321 44502477 44492695 44501626 "ZNF155" 14156
"NM_003446" "chrX" "+" 47229998 47273098 47230067 47272993 "ZNF157" 43100
"NM_006958" "chr8" "-" 146155743 146176274 146156123 146171592 "ZNF16" 20531
"NM_033288" "chr19" "-" 53569866 53606687 53571329 53589529 "ZNF160" 36821
"NM_003447" "chr6" "+" 28048481 28057340 28053258 28057248 "ZNF165" 8859
"NM_001301275" "chr9" "+" 97021547 97064111 97062413 97063652 "ZNF169" 42564
"NM_001330617" "chr19" "+" 57922514 57933307 57924983 57932849 "ZNF17" 10793
"NM_003450" "chr16" "+" 3451189 3459364 3452004 3458919 "ZNF174" 8175
"NM_007147" "chr19" "+" 52074489 52092991 52076582 52091720 "ZNF175" 18502
"NM_003451" "chr19" "+" 9473695 9493293 9488987 9492453 "ZNF177" 19598
"NM_001303281" "chr17" "-" 11880755 11900827 11881273 11896146 "ZNF18" 20072
"NM_001291633" "chr19" "-" 44978644 45004575 44980618 45001386 "ZNF180" 25931
"NM_001029997" "chr19" "+" 35225479 35233774 35225942 35233002 "ZNF181" 8295
"NM_001178099" "chrX" "-" 47834249 47863394 47835565 47847995 "ZNF182" 29145
"NM_001318891" "chr6" "-" 27418520 27440897 27419081 27440073 "ZNF184" 22377
"NM_001178106" "chrX" "+" 152082985 152142025 152083033 152139085 "ZNF185" 59040
"NR_103480" "chr9" "+" 104161135 104172942 104172942 104172942 "ZNF189" 11807
"NM_006961" "chr16" "-" 71507975 71523254 71509072 71516017 "ZNF19" 15279
"NR_103448" "chr6" "+" 28129538 28137373 28137373 28137373 "ZNF192P1" 7835
"NR_040083" "chr11" "-" 3379156 3400452 3400452 3400452 "ZNF195" 21296
"NM_006991" "chr3" "+" 44666510 44689963 44670646 44685712 "ZNF197" 23453
"NR_046658" "chr3" "-" 44658619 44666289 44666289 44666289 "ZNF197-AS1" 7670
"NM_001291605" "chr2" "+" 95831161 95850064 95841971 95847854 "ZNF2" 18903
"NM_001203250" "chr19" "-" 12242167 12251222 12243401 12250997 "ZNF20" 9055
"NM_001145446" "chr16" "-" 3272324 3285457 3273891 3283755 "ZNF200" 13133
"NM_001301780" "chr11" "-" 123594634 123612391 123596704 123601596 "ZNF202" 17757
"NR_024553" "chr6" "-" 27325601 27343153 27343153 27343153 "ZNF204P" 17552
"NM_001042428" "chr16" "+" 3162562 3170518 3163431 3170326 "ZNF205" 7956
"NR_024166" "chr16" "-" 3160460 3165599 3165599 3165599 "ZNF205-AS1" 5139
"NM_001032293" "chr17" "+" 30677156 30697468 30677304 30696778 "ZNF207" 20312
"NM_001329971" "chr19" "-" 22122567 22193745 22124108 22193596 "ZNF208" 71178
"NM_001322306" "chr19" "+" 58144534 58155414 58144714 58153549 "ZNF211" 10880
"NM_012256" "chr7" "+" 148936741 148952700 148936869 148951506 "ZNF212" 15959
"NM_004220" "chr16" "+" 3185056 3192805 3187281 3191348 "ZNF213" 7749
"NR_110900" "chr16" "-" 3175529 3184883 3184883 3184883 "ZNF213-AS1" 9354
"NM_013249" "chr11" "-" 7020548 7041586 7021092 7024066 "ZNF214" 21038
"NM_013250" "chr11" "+" 6947653 6979278 6953503 6977762 "ZNF215" 31625
"NM_006526" "chr20" "-" 52183609 52199636 52188282 52199365 "ZNF217" 16027
"NM_001102454" "chr14" "-" 21558204 21572863 21558694 21561750 "ZNF219" 14659
"NM_006963" "chr10" "+" 45496272 45500777 45498816 45499491 "ZNF22" 4505
"NM_001297588" "chr19" "+" 44455374 44471752 44466878 44471508 "ZNF221" 16378
"NM_013360" "chr19" "+" 44529493 44537262 44530223 44537183 "ZNF222" 7769
"NM_013361" "chr19" "+" 44556163 44572147 44559329 44571430 "ZNF223" 15984
"NM_013398" "chr19" "+" 44598481 44613983 44602026 44612437 "ZNF224" 15502
"NM_013362" "chr19" "+" 44617514 44638969 44619980 44636888 "ZNF225" 21455
"NM_001319089" "chr19" "+" 44669214 44681838 44674233 44681827 "ZNF226" 12624
"NM_001289167" "chr19" "+" 44716680 44741421 44732691 44740983 "ZNF227" 24741
"NM_001278510" "chr19" "-" 44930422 44952766 44932477 44947031 "ZNF229" 22344
"NM_001304492" "chr16" "-" 71481502 71496155 71481995 71487978 "ZNF23" 14653
"NM_006300" "chr19" "+" 44507076 44518072 44511230 44515616 "ZNF230" 10996
"NM_001320953" "chr17" "-" 5009028 5026337 5009118 5013105 "ZNF232" 17309
"NM_001207005" "chr19" "+" 44764032 44779470 44768513 44778826 "ZNF233" 15438
"NM_001144824" "chr19" "+" 44645709 44664462 44648785 44662272 "ZNF234" 18753
"NM_004234" "chr19" "-" 44790500 44809178 44791370 44807557 "ZNF235" 18678
"NM_001306089" "chr18" "+" 74534562 74682682 74534563 74680295 "ZNF236" 148120
"NM_001324349" "chr10" "-" 44051792 44070066 44052150 44053527 "ZNF239" 18274
"NM_006965" "chr18" "-" 32912171 32924431 32917195 32920614 "ZNF24" 12260
"NM_001267607" "chr10" "-" 38065453 38146564 38065464 38145238 "ZNF248" 81111
"NM_145011" "chr10" "-" 38238499 38265583 38241054 38260650 "ZNF25" 27084
"NM_001109689" "chr8" "-" 146102335 146126846 146106899 146115734 "ZNF250" 24511
"NM_138367" "chr8" "-" 145946293 145980970 145947028 145980113 "ZNF251" 34677
"NR_023392" "chr8" "-" 146198974 146228285 146228285 146228285 "ZNF252P" 29311
"NR_026974" "chr8" "+" 146228196 146231432 146231432 146231432 "ZNF252P-AS1" 3236
"NM_001331133" "chr19" "+" 19976638 20004293 19990921 20003556 "ZNF253" 27655
